nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Isabella Castro,BASKETBALL,21.0,76.3,176.0,80.0,16.5,3.23,PORTERO
Patricia Ramos,TENIS,32.0,62.8,185.0,64.0,19.0,4.38,CORREDOR
Eduardo Soto,FUTBOL,17.0,66.4,192.0,69.75212464589235,8.9,8.49,DEFENSA
Verónica Aguilar,CICLISMO,150.0,75.9,197.0,79.0,13.1,8.59,
Marcela Varela,BALONCESTO,26.0,70.3,178.0,77.0,4.8,8.67,DELANTERO
Mónica Ortega,RUGBY,36.0,103.7,189.0,73.0,21.2,8.63,DEFENSA
Isabella Castro,BALONCESTO,21.0,95.2,194.0,86.0,11.4,1.33,CORREDOR
Diego Torres,NATACION,18.0,100.6,184.0,49.0,22.6,3.69,
María González,BOXEO,31.0,87.5,166.0,64.0,12.3,7.73,MEDIOCAMPISTA
Roberto Castillo,TENIS,19.0,55.2,166.0,58.0,19.3,9.67,MEDIOCAMPISTA
Lorena Mendoza,CICLISMO,44.0,65.1,173.0,86.0,18.7,-5.0,DELANTERO
Javiera Espinoza,NATACION,30.0,74.4,163.0,80.0,11.5,5.583822014051522,CORREDOR
Carolina Ríos,FUTBOL,39.0,104.5,191.0,74.0,5.9,1.77,DEFENSA
Catalina Mora,NATACIÓ,37.0,85.2,187.0,54.0,11.5,1.93,DELANTERO
Tomás Gutiérrez,ATLETISMO,28.0,57.2,182.0,86.0,3.8,8.87,NADADOR
Mónica Ortega,NATACION,22.0,90.5,159.0,85.0,10.6,9.04,CICLISTA
Mónica Ortega,ATLETISMO,23.0,80.09667630057803,162.0,84.0,24.2,8.73,ATACANTE
Verónica Aguilar,BOXEO,30.0,73.9,179.5212464589235,45.0,10.4,2.46,CORREDOR
Marisol Figueroa,RUGBY,41.0,101.7,180.0,83.0,4.7,7.19,CICLISTA
Ignacio Peña,RUGBY,30.0,80.09667630057803,164.0,84.0,16.9,1.15,DEFENSA
Sebastián Rojas,FUTBOL,36.0,60.0,176.0,72.0,5.1,5.94,DELANTERO
Roberto Castillo,NATACION,20.0,60.9,192.0,55.0,15.8,3.63,ATACANTE
Carlos Pérez,FUTBOL,23.0,80.09667630057803,167.0,87.0,9.8,4.42,NADADOR
Carlos Pérez,VOLEIBOL,39.0,96.9,196.0,66.0,23.1,5.37,CORREDOR
Matías Silva,BASKETBALL,21.0,72.3,181.0,69.0,8.7,2.48,
Matías Silva,TENNIS,31.050934579439254,93.8,166.0,76.0,17.7,2.67,NADADOR
Roxana Salinas,RUGBY,40.0,68.1,183.0,86.0,13.866635071090046,9.56,
Lorena Mendoza,NATACION,19.0,104.2,189.0,82.0,12.3,5.41,DELANTERO
Valentina Ramírez,NATACIÓ,22.0,63.3,171.0,70.0,7.2,7.25,MEDIOCAMPISTA
Eduardo Soto,FUTBOL,42.0,78.9,199.0,49.0,11.6,9.71,MEDIOCAMPISTA
Sebastián Rojas,TENNIS,31.050934579439254,89.0,198.0,59.0,3.8,1.06,
César Sepúlveda,TENIS,24.0,86.1,186.0,84.0,4.8,1.14,MEDIOCAMPISTA
Tomás Gutiérrez,NATACION,45.0,68.0,167.0,72.0,13.5,6.57,NADADOR
María González,BALONCESTO,29.0,57.3,159.0,48.0,11.6,1.25,DEFENSA
Matías Silva,NATACIÓ,39.0,72.2,198.0,51.0,8.3,3.89,
Francisca Lagos,BOXEO,25.0,65.9,189.0,79.0,16.5,3.67,ATACANTE
Alicia Campos,RUGBY,43.0,58.2,159.0,46.0,5.2,4.34,DEFENSA
César Sepúlveda,NATACION,18.0,59.6,158.0,47.0,11.2,2.92,ATACANTE
César Sepúlveda,NATACION,30.0,56.7,181.0,68.0,12.2,2.57,DELANTERO
Matías Silva,ATLETISMO,27.0,83.1,182.0,350.0,16.0,4.43,
Javiera Espinoza,BALONCESTO,3.0,80.09667630057803,167.0,47.0,14.4,9.69,ATACANTE
Andrés Flores,NATACIÓ,37.0,99.1,169.0,58.0,20.0,2.83,MEDIOCAMPISTA
Lorena Mendoza,BOXEO,26.0,58.5,191.0,80.0,13.3,4.88,CICLISTA
Andrés Flores,NATACION,27.0,71.5,193.0,67.0,13.866635071090046,8.79,ATACANTE
Lorena Mendoza,ATLETISMO,31.0,88.9,164.0,71.0,13.6,6.98,DEFENSA
Alicia Campos,CICLISMO,37.0,84.4,175.0,56.0,6.9,8.82,ATACANTE
Roberto Castillo,BOXEO,40.0,57.0,202.0,70.0,9.8,3.63,MEDIOCAMPISTA
Ignacio Peña,TENIS,45.0,58.5,179.5212464589235,81.0,14.1,8.8,DELANTERO
Mónica Ortega,CICLISMO,34.0,79.7,186.0,90.0,15.6,9.89,CORREDOR
Andrés Flores,VOLEIBOL,32.0,80.09667630057803,200.0,76.0,4.9,5.56,
Ignacio Peña,BASKETBALL,33.0,65.1,187.0,66.0,8.6,6.49,DELANTERO
Eduardo Soto,BASKETBALL,24.0,89.6,159.0,77.0,10.3,1.84,MEDIOCAMPISTA
César Sepúlveda,VOLEIBOL,19.0,61.3,161.0,61.0,5.9,8.03,
Sebastián Rojas,NATACION,17.0,88.6,159.0,50.0,20.9,4.79,DELANTERO
Felipe Muñoz,NATACION,40.0,89.6,178.0,67.0,20.3,8.73,DEFENSA
Francisca Lagos,ATLETISMO,36.0,80.09667630057803,199.0,88.0,18.1,4.06,DEFENSA
Pilar Contreras,CICLISMO,31.050934579439254,65.1,164.0,64.0,8.1,1.26,ATACANTE
Patricio Bravo,CICLISMO,21.0,98.4,162.0,45.0,21.6,1.38,PORTERO
Alicia Campos,NATACIÓ,34.0,101.8,186.0,50.0,23.6,9.55,NADADOR
Catalina Mora,TENIS,31.050934579439254,88.7,159.0,73.0,18.5,8.09,DEFENSA
Andrés Flores,NATACION,35.0,85.2,191.0,45.0,10.6,5.1,CORREDOR
Felipe Muñoz,RUGBY,28.0,68.3,201.0,89.0,6.8,8.87,DEFENSA
Patricia Ramos,FUTBOL,40.0,82.7,177.0,68.0,20.0,3.21,DELANTERO
Ricardo Álvarez,CICLISMO,19.0,72.6,163.0,72.0,10.5,7.84,DELANTERO
Lorena Mendoza,TENNIS,18.0,104.3,179.0,46.0,23.2,2.5,DELANTERO
Diego Torres,VOLEIBOL,29.0,69.0,182.0,70.0,9.8,6.18,
Javiera Espinoza,TENIS,16.0,76.6,162.0,69.75212464589235,9.6,9.94,DEFENSA
Nicolás Reyes,TENNIS,29.0,76.5,172.0,47.0,10.3,1.34,PORTERO
Alejandro Núñez,VOLEIBOL,19.0,65.6,185.0,65.0,14.2,5.583822014051522,PORTERO
Claudia Herrera,NATACIÓ,19.0,57.2,170.0,90.0,8.3,20.0,
Tomás Gutiérrez,TENIS,23.0,80.09667630057803,183.0,84.0,13.866635071090046,3.75,
Cristian Medina,TENNIS,38.0,104.6,179.5212464589235,79.0,10.7,3.13,PORTERO
Ricardo Álvarez,FUTBOL,25.0,79.3,161.0,63.0,13.8,4.76,CORREDOR
Mónica Ortega,CICLISMO,36.0,80.09667630057803,186.0,62.0,3.9,7.75,DEFENSA
Cristian Medina,FUTBOL,30.0,57.7,160.0,46.0,14.4,2.43,DEFENSA
Roberto Castillo,NATACION,39.0,89.3,198.0,83.0,20.2,3.02,NADADOR
Enrique Valenzuela,TENIS,44.0,102.9,189.0,51.0,23.6,6.76,DEFENSA
Gonzalo Fuentes,RUGBY,24.0,102.2,174.0,53.0,18.0,4.92,NADADOR
Carolina Ríos,BALONCESTO,31.050934579439254,63.5,179.5212464589235,45.0,5.4,8.52,NADADOR
Pedro Rodríguez,NATACION,26.0,102.1,166.0,86.0,9.5,5.6,MEDIOCAMPISTA
Héctor Suárez,CICLISMO,21.0,60.1,167.0,54.0,5.4,2.55,
Fernanda Jiménez,TENNIS,44.0,90.1,200.0,48.0,24.4,6.31,ATACANTE
Felipe Muñoz,ATLETISMO,31.0,94.8,183.0,71.0,8.0,7.78,CICLISTA
Sofía Hernández,RUGBY,44.0,88.6,172.0,84.0,11.0,1.02,MEDIOCAMPISTA
Andrés Flores,FUTBOL,28.0,102.2,165.0,86.0,5.7,8.02,
Marisol Figueroa,CICLISMO,44.0,83.4,183.0,73.0,13.866635071090046,7.04,
Ignacio Peña,RUGBY,25.0,59.7,165.0,90.0,12.1,2.3,DEFENSA
Isabella Castro,CICLISMO,3.0,77.7,166.0,57.0,19.1,15.0,ATACANTE
Verónica Aguilar,ATLETISMO,21.0,80.09667630057803,188.0,10.0,17.7,7.51,DELANTERO
María González,ATLETISMO,23.0,80.09667630057803,201.0,70.0,4.7,2.3,CICLISTA
Claudia Herrera,TENIS,41.0,67.6,162.0,62.0,23.2,9.4,DELANTERO
Rodrigo Sandoval,TENNIS,34.0,72.3,170.0,5.0,15.7,9.18,DELANTERO
Marisol Figueroa,CICLISMO,33.0,94.1,192.0,45.0,20.8,4.18,MEDIOCAMPISTA
Patricio Bravo,VOLEIBOL,38.0,65.2,166.0,53.0,17.0,8.31,MEDIOCAMPISTA
Juan López,NATACION,37.0,81.4,164.0,78.0,20.6,5.23,
Alejandro Núñez,TENIS,27.0,74.1,168.0,47.0,13.866635071090046,2.41,DELANTERO
Roberto Castillo,FUTBOL,38.0,94.9,165.0,5.0,23.9,2.77,
Pilar Contreras,NATACIÓ,22.0,103.6,201.0,80.0,7.3,3.36,DELANTERO
Alejandro Núñez,NATACION,38.0,96.2,160.0,73.0,19.3,7.6,ATACANTE
Gabriela Morales,NATACION,20.0,80.09667630057803,187.0,47.0,9.6,4.46,DELANTERO
Carolina Ríos,RUGBY,29.0,83.1,162.0,55.0,13.7,4.52,MEDIOCAMPISTA
Claudia Herrera,TENIS,22.0,58.8,189.0,53.0,6.8,1.23,NADADOR
Ana Martínez,ATLETISMO,21.0,80.09667630057803,196.0,65.0,13.866635071090046,6.98,CORREDOR
Cristian Medina,RUGBY,45.0,103.1,197.0,80.0,13.866635071090046,8.84,MEDIOCAMPISTA
Pedro Rodríguez,TENIS,45.0,103.9,175.0,76.0,7.0,7.37,CORREDOR
Carolina Ríos,FUTBOL,36.0,59.7,180.0,89.0,19.8,4.74,DEFENSA
Carolina Ríos,BASKETBALL,38.0,81.1,188.0,82.0,21.3,5.18,CORREDOR
Tomás Gutiérrez,NATACIÓ,36.0,64.3,188.0,58.0,16.0,2.84,DELANTERO
Ana Martínez,TENIS,39.0,100.1,177.0,80.0,17.7,8.28,ATACANTE
Fernanda Jiménez,BALONCESTO,38.0,100.1,183.0,47.0,12.9,8.83,NADADOR
Diego Torres,NATACION,23.0,85.8,195.0,52.0,3.5,3.61,CICLISTA
Manuel Leal,CICLISMO,38.0,90.2,173.0,48.0,9.8,3.49,NADADOR
Gonzalo Fuentes,FUTBOL,34.0,77.6,191.0,10.0,21.9,5.48,DEFENSA
Luis Parra,ATLETISMO,35.0,80.09667630057803,166.0,71.0,17.4,7.69,ATACANTE
Natalia Cruz,ATLETISMO,41.0,56.0,168.0,71.0,18.0,9.24,ATACANTE
Marisol Figueroa,ATLETISMO,30.0,58.4,192.0,60.0,12.8,3.19,PORTERO
Catalina Mora,RUGBY,31.050934579439254,90.2,165.0,77.0,23.7,7.68,MEDIOCAMPISTA
Lorena Mendoza,BOXEO,20.0,81.5,180.0,84.0,7.5,8.97,DEFENSA
Eduardo Soto,TENIS,20.0,76.9,202.0,58.0,12.0,5.13,CORREDOR
Natalia Cruz,VOLEIBOL,34.0,87.2,169.0,5.0,18.3,6.5,MEDIOCAMPISTA
Felipe Muñoz,TENNIS,22.0,103.0,179.5212464589235,350.0,10.5,5.75,DEFENSA
César Sepúlveda,CICLISMO,44.0,76.4,166.0,48.0,8.9,5.583822014051522,ATACANTE
Mauricio Vega,ATLETISMO,40.0,74.1,168.0,73.0,20.9,8.72,ATACANTE
Mauricio Vega,ATLETISMO,35.0,74.9,184.0,69.0,22.6,7.64,ATACANTE
Pilar Contreras,BASKETBALL,34.0,95.0,191.0,88.0,16.6,9.48,CORREDOR
Cristian Medina,FUTBOL,24.0,77.6,192.0,74.0,14.3,6.75,
César Sepúlveda,NATACIÓ,36.0,60.9,168.0,69.75212464589235,18.1,3.24,MEDIOCAMPISTA
Fernanda Jiménez,FUTBOL,44.0,102.2,183.0,69.0,22.2,4.84,PORTERO
Marcela Varela,VOLEIBOL,4.0,95.5,193.0,45.0,13.4,9.81,DELANTERO
Diego Torres,BALONCESTO,18.0,68.2,172.0,66.0,18.9,6.18,PORTERO
Mauricio Vega,TENNIS,32.0,75.7,159.0,58.0,17.2,7.35,CORREDOR
María González,FUTBOL,43.0,70.9,186.0,63.0,9.2,6.95,
Javiera Espinoza,FUTBOL,38.0,85.4,193.0,75.0,13.866635071090046,2.95,CICLISTA
Isabella Castro,VOLEIBOL,42.0,95.2,197.0,50.0,10.1,8.44,CICLISTA
Luis Parra,VOLEIBOL,20.0,76.1,198.0,77.0,18.9,5.583822014051522,
Diego Torres,NATACION,27.0,63.9,177.0,80.0,21.5,6.83,
Pedro Rodríguez,CICLISMO,29.0,80.09667630057803,178.0,69.75212464589235,17.6,3.67,DEFENSA
Mauricio Vega,FUTBOL,23.0,62.7,178.0,64.0,5.2,5.61,DELANTERO
Alicia Campos,VOLEIBOL,45.0,69.1,188.0,85.0,9.0,7.65,NADADOR
Marisol Figueroa,TENIS,35.0,80.8,175.0,64.0,19.0,6.07,ATACANTE
Felipe Muñoz,VOLEIBOL,17.0,91.7,179.5212464589235,64.0,3.4,5.583822014051522,ATACANTE
Natalia Cruz,TENIS,29.0,96.5,186.0,70.0,7.1,5.84,CORREDOR
Luis Parra,BOXEO,40.0,83.7,166.0,86.0,7.7,4.7,DELANTERO
Juan López,BOXEO,27.0,85.0,191.0,59.0,22.3,5.99,DELANTERO
Gonzalo Fuentes,RUGBY,33.0,90.8,163.0,70.0,23.5,2.38,CORREDOR
Mónica Ortega,TENNIS,24.0,65.4,181.0,80.0,11.6,7.79,ATACANTE
Héctor Suárez,RUGBY,28.0,74.1,179.5212464589235,86.0,6.3,3.13,
Mónica Ortega,TENIS,29.0,92.9,179.5212464589235,350.0,3.4,1.05,MEDIOCAMPISTA
Paola Romero,FUTBOL,39.0,87.0,202.0,49.0,12.1,9.38,NADADOR
Ignacio Peña,NATACION,35.0,57.7,173.0,77.0,6.3,2.94,NADADOR
Tomás Gutiérrez,NATACION,28.0,83.2,158.0,52.0,24.1,3.07,CICLISTA
Fernanda Jiménez,TENIS,37.0,63.6,166.0,58.0,14.7,3.43,DEFENSA
Andrés Flores,BALONCESTO,43.0,62.4,191.0,68.0,15.9,7.59,MEDIOCAMPISTA
Roberto Castillo,NATACION,43.0,73.8,169.0,64.0,24.9,1.01,DEFENSA
Paola Romero,NATACIÓ,37.0,80.09667630057803,167.0,46.0,6.0,5.95,CORREDOR
Sofía Hernández,VOLEIBOL,43.0,71.9,192.0,65.0,11.6,2.58,NADADOR
Andrés Flores,TENIS,21.0,80.3,184.0,47.0,9.5,8.47,CICLISTA
Gabriela Morales,BASKETBALL,25.0,89.4,168.0,88.0,4.9,4.91,CICLISTA
Carolina Ríos,VOLEIBOL,45.0,63.8,200.0,63.0,22.9,1.81,DELANTERO
Lorena Mendoza,FUTBOL,42.0,104.7,198.0,67.0,21.0,5.29,ATACANTE
Luis Parra,ATLETISMO,45.0,61.8,163.0,65.0,15.1,7.39,CICLISTA
Roberto Castillo,ATLETISMO,26.0,91.5,190.0,85.0,21.4,9.02,MEDIOCAMPISTA
Mauricio Vega,VOLEIBOL,25.0,58.9,171.0,90.0,14.4,4.07,ATACANTE
Diego Torres,BOXEO,28.0,56.5,158.0,45.0,3.9,5.68,ATACANTE
Claudia Herrera,CICLISMO,31.050934579439254,66.2,200.0,53.0,23.6,4.03,DEFENSA
Roxana Salinas,CICLISMO,20.0,102.9,165.0,82.0,12.2,8.63,ATACANTE
Nicolás Reyes,CICLISMO,37.0,60.8,158.0,5.0,18.8,9.86,ATACANTE
Pedro Rodríguez,NATACION,21.0,95.5,199.0,59.0,10.7,6.52,DEFENSA
Carlos Pérez,VOLEIBOL,37.0,86.8,199.0,73.0,3.9,1.31,CICLISTA
Ignacio Peña,TENIS,31.0,94.9,189.0,71.0,13.866635071090046,8.58,PORTERO
Diego Torres,FUTBOL,28.0,76.6,181.0,63.0,10.3,2.37,
Marisol Figueroa,NATACION,33.0,92.7,163.0,59.0,23.1,6.76,ATACANTE
Fernanda Jiménez,RUGBY,25.0,73.4,163.0,74.0,19.3,2.69,CORREDOR
Héctor Suárez,BOXEO,21.0,93.8,172.0,70.0,21.4,3.33,DEFENSA
Camila Díaz,NATACION,32.0,80.09667630057803,174.0,87.0,18.8,2.61,MEDIOCAMPISTA
Diego Torres,TENIS,27.0,73.4,179.5212464589235,46.0,21.7,7.15,NADADOR
Natalia Cruz,FUTBOL,20.0,58.6,182.0,90.0,12.7,5.583822014051522,NADADOR
Ana Martínez,NATACION,31.0,66.8,201.0,52.0,19.2,5.24,NADADOR
Juan López,BALONCESTO,44.0,82.2,172.0,68.0,12.2,5.583822014051522,NADADOR
Pedro Rodríguez,BALONCESTO,30.0,59.5,186.0,77.0,5.9,6.11,PORTERO
Diego Torres,FUTBOL,25.0,82.4,202.0,71.0,24.4,1.0,CICLISTA
Francisca Lagos,TENNIS,34.0,103.5,164.0,89.0,11.8,5.583822014051522,DELANTERO
Héctor Suárez,FUTBOL,27.0,101.6,184.0,65.0,20.2,5.583822014051522,NADADOR
Daniela Vargas,BOXEO,27.0,75.3,183.0,69.75212464589235,11.6,2.15,CORREDOR
Andrés Flores,TENIS,24.0,88.3,176.0,46.0,8.2,6.97,MEDIOCAMPISTA
Natalia Cruz,TENIS,21.0,97.9,191.0,67.0,9.0,2.18,CORREDOR
Patricia Ramos,ATLETISMO,31.0,73.1,160.0,67.0,9.5,6.72,ATACANTE
Juan López,TENIS,33.0,74.9,201.0,89.0,24.6,9.49,DELANTERO
Felipe Muñoz,NATACIÓ,39.0,63.5,164.0,82.0,5.5,5.583822014051522,DELANTERO
Verónica Aguilar,ATLETISMO,20.0,84.1,169.0,76.0,4.3,15.0,CORREDOR
Sebastián Rojas,BASKETBALL,39.0,74.6,177.0,300.0,18.6,1.17,ATACANTE
Patricio Bravo,BASKETBALL,35.0,104.7,194.0,350.0,6.6,6.63,ATACANTE
Juan López,ATLETISMO,24.0,65.3,187.0,86.0,14.5,5.9,DEFENSA
Mauricio Vega,CICLISMO,34.0,82.1,194.0,46.0,6.6,6.68,DEFENSA
Eduardo Soto,BOXEO,16.0,80.4,184.0,350.0,13.866635071090046,5.583822014051522,ATACANTE
Carolina Ríos,BOXEO,45.0,72.7,181.0,66.0,18.1,4.99,PORTERO
Felipe Muñoz,CICLISMO,31.050934579439254,58.9,192.0,68.0,23.5,5.583822014051522,
Isabella Castro,NATACION,45.0,72.2,195.0,66.0,11.1,6.04,MEDIOCAMPISTA
Catalina Mora,BOXEO,33.0,97.4,174.0,45.0,14.6,9.62,CICLISTA
Isabella Castro,BASKETBALL,17.0,74.9,190.0,75.0,3.3,5.25,MEDIOCAMPISTA
Mauricio Vega,NATACION,40.0,64.3,192.0,46.0,9.8,9.64,NADADOR
Eduardo Soto,NATACION,42.0,64.9,160.0,71.0,24.3,15.0,PORTERO
Francisca Lagos,VOLEIBOL,20.0,73.9,192.0,49.0,23.0,3.46,DELANTERO
Marcela Varela,BALONCESTO,31.050934579439254,72.2,175.0,61.0,6.1,3.71,ATACANTE
Luis Parra,NATACIÓ,41.0,104.3,191.0,62.0,22.6,9.97,CORREDOR
Cristian Medina,TENNIS,31.0,65.9,160.0,87.0,6.1,5.28,NADADOR
Eduardo Soto,RUGBY,27.0,101.7,161.0,87.0,10.3,9.4,PORTERO
Rodrigo Sandoval,RUGBY,30.0,82.0,165.0,87.0,4.6,4.27,
Rodrigo Sandoval,NATACION,17.0,87.4,176.0,60.0,10.6,2.38,CORREDOR
Matías Silva,VOLEIBOL,38.0,74.6,180.0,63.0,5.6,5.1,DEFENSA
Verónica Aguilar,RUGBY,21.0,81.2,190.0,76.0,5.5,7.9,DELANTERO
Paola Romero,TENNIS,36.0,72.1,195.0,76.0,7.9,9.1,DELANTERO
Enrique Valenzuela,NATACION,26.0,73.2,167.0,300.0,15.7,7.35,DEFENSA
Felipe Muñoz,BASKETBALL,16.0,68.8,164.0,57.0,6.2,3.76,PORTERO
María González,RUGBY,37.0,103.2,179.5212464589235,81.0,24.0,2.97,MEDIOCAMPISTA
Felipe Muñoz,TENIS,31.0,103.2,163.0,47.0,22.4,4.57,NADADOR
Carlos Pérez,TENNIS,42.0,82.5,164.0,87.0,23.0,7.51,CICLISTA
Ana Martínez,RUGBY,24.0,104.7,197.0,74.0,22.9,8.56,DEFENSA
Carlos Pérez,BASKETBALL,20.0,64.0,183.0,45.0,12.8,7.59,NADADOR
Matías Silva,TENNIS,40.0,67.2,164.0,90.0,4.7,3.74,CORREDOR
Sebastián Rojas,FUTBOL,25.0,103.8,172.0,81.0,22.5,2.76,ATACANTE
Enrique Valenzuela,BOXEO,37.0,62.7,159.0,90.0,7.9,5.68,CORREDOR
Gabriela Morales,CICLISMO,36.0,65.9,168.0,46.0,13.866635071090046,8.75,DEFENSA
Ana Martínez,FUTBOL,43.0,80.4,173.0,81.0,16.6,9.41,DEFENSA
Fernanda Jiménez,VOLEIBOL,29.0,72.2,183.0,67.0,3.1,9.33,DELANTERO
Andrés Flores,BALONCESTO,31.0,98.6,178.0,88.0,11.2,5.23,CORREDOR
Andrés Flores,ATLETISMO,28.0,90.9,199.0,51.0,23.5,5.583822014051522,CICLISTA
Andrés Flores,TENIS,19.0,65.8,193.0,77.0,17.5,8.34,MEDIOCAMPISTA
Roxana Salinas,FUTBOL,24.0,94.2,178.0,90.0,6.6,7.47,CICLISTA
Daniela Vargas,NATACION,45.0,73.6,196.0,48.0,13.866635071090046,5.14,DEFENSA
Sebastián Rojas,BOXEO,27.0,82.6,171.0,86.0,16.7,4.06,ATACANTE
Carlos Pérez,FUTBOL,20.0,76.9,161.0,69.0,10.6,3.17,CORREDOR
Camila Díaz,FUTBOL,19.0,61.3,178.0,72.0,17.7,7.38,
Ricardo Álvarez,ATLETISMO,17.0,101.3,200.0,60.0,24.7,1.98,DEFENSA
César Sepúlveda,VOLEIBOL,38.0,71.9,190.0,70.0,20.5,5.15,CICLISTA
Nicolás Reyes,TENIS,31.050934579439254,63.5,180.0,90.0,16.2,6.94,CICLISTA
Marcela Varela,ATLETISMO,36.0,61.8,175.0,58.0,21.9,9.61,CORREDOR
Verónica Aguilar,NATACION,26.0,91.9,194.0,84.0,7.3,9.19,MEDIOCAMPISTA
Mónica Ortega,CICLISMO,28.0,104.7,201.0,87.0,6.7,5.24,ATACANTE
Héctor Suárez,TENNIS,36.0,101.6,195.0,70.0,8.6,5.37,CICLISTA
Pedro Rodríguez,VOLEIBOL,32.0,57.3,179.0,90.0,15.2,5.73,ATACANTE
Camila Díaz,BOXEO,28.0,65.3,201.0,72.0,24.8,8.63,
Carolina Ríos,TENNIS,20.0,89.3,183.0,62.0,20.2,6.39,
Roberto Castillo,NATACION,27.0,63.1,190.0,66.0,18.7,4.51,MEDIOCAMPISTA
Sofía Hernández,NATACIÓ,17.0,86.1,170.0,74.0,13.866635071090046,3.65,PORTERO
Marisol Figueroa,FUTBOL,45.0,80.09667630057803,191.0,87.0,23.9,8.85,DEFENSA
Matías Silva,RUGBY,20.0,60.0,195.0,53.0,4.2,1.48,DELANTERO
Paola Romero,FUTBOL,39.0,58.0,165.0,69.75212464589235,18.3,3.61,DEFENSA
Ricardo Álvarez,NATACION,43.0,88.0,162.0,63.0,14.5,9.48,DELANTERO
Verónica Aguilar,TENIS,22.0,74.6,162.0,65.0,11.4,3.43,DELANTERO
Isabella Castro,NATACIÓ,26.0,91.5,193.0,77.0,13.2,3.89,
Claudia Herrera,BASKETBALL,31.050934579439254,102.8,178.0,63.0,7.3,5.61,CORREDOR
Luis Parra,NATACION,44.0,80.09667630057803,181.0,65.0,21.5,9.89,PORTERO
Felipe Muñoz,NATACION,38.0,74.0,182.0,58.0,13.866635071090046,8.25,MEDIOCAMPISTA
Enrique Valenzuela,NATACIÓ,19.0,59.7,176.0,68.0,12.7,1.67,ATACANTE
Gonzalo Fuentes,ATLETISMO,19.0,91.5,183.0,77.0,24.8,4.51,DEFENSA
Matías Silva,BALONCESTO,42.0,84.6,173.0,89.0,3.5,9.6,PORTERO
Diego Torres,VOLEIBOL,21.0,86.6,179.5212464589235,69.0,19.3,7.5,ATACANTE
Andrés Flores,NATACION,20.0,103.9,169.0,87.0,21.5,4.57,NADADOR
Luis Parra,RUGBY,29.0,99.9,173.0,78.0,12.7,9.04,DELANTERO
Alicia Campos,ATLETISMO,38.0,59.1,200.0,69.0,6.9,15.0,MEDIOCAMPISTA
Francisca Lagos,TENNIS,23.0,73.1,201.0,300.0,19.6,6.58,PORTERO
Patricio Bravo,FUTBOL,37.0,93.7,182.0,66.0,12.1,3.38,ATACANTE
Pedro Rodríguez,CICLISMO,29.0,98.9,197.0,66.0,9.0,6.74,
Sofía Hernández,CICLISMO,33.0,96.0,164.0,77.0,10.8,3.88,DEFENSA
Claudia Herrera,NATACIÓ,29.0,64.3,169.0,71.0,17.5,6.71,DELANTERO
Ignacio Peña,BOXEO,32.0,95.1,191.0,46.0,18.8,4.61,ATACANTE
Luis Parra,ATLETISMO,20.0,64.1,189.0,63.0,13.866635071090046,4.55,CORREDOR
Fernanda Jiménez,VOLEIBOL,19.0,102.9,175.0,62.0,18.7,8.92,PORTERO
Pilar Contreras,NATACION,31.0,101.8,193.0,85.0,4.1,4.91,DELANTERO
María González,TENIS,28.0,92.8,198.0,51.0,8.4,9.61,DELANTERO
Cristian Medina,TENNIS,18.0,56.7,164.0,300.0,19.5,3.24,DELANTERO
César Sepúlveda,ATLETISMO,33.0,93.6,180.0,57.0,8.6,8.87,ATACANTE
Carlos Pérez,FUTBOL,40.0,67.6,179.5212464589235,50.0,16.8,9.4,ATACANTE
Marcela Varela,VOLEIBOL,42.0,92.7,181.0,48.0,7.4,4.98,CICLISTA
Eduardo Soto,FUTBOL,20.0,81.3,179.5212464589235,56.0,12.8,2.0,
Camila Díaz,TENIS,16.0,100.0,175.0,78.0,19.5,9.69,PORTERO
Ignacio Peña,VOLEIBOL,45.0,77.1,162.0,81.0,23.7,3.7,PORTERO
Sofía Hernández,VOLEIBOL,18.0,102.6,173.0,90.0,22.4,6.67,PORTERO
Héctor Suárez,TENIS,31.050934579439254,93.3,189.0,87.0,21.8,2.6,CICLISTA
Pilar Contreras,CICLISMO,45.0,79.7,163.0,86.0,7.3,2.91,CICLISTA
Lorena Mendoza,BASKETBALL,35.0,71.9,172.0,80.0,20.2,8.88,PORTERO
Carlos Pérez,TENIS,39.0,88.6,177.0,64.0,14.7,6.54,
Lorena Mendoza,ATLETISMO,28.0,82.8,160.0,68.0,23.0,3.61,DEFENSA
Patricia Ramos,FUTBOL,38.0,101.0,179.5212464589235,62.0,18.1,7.69,ATACANTE
Daniela Vargas,ATLETISMO,24.0,59.2,167.0,89.0,14.4,8.87,DELANTERO
Catalina Mora,ATLETISMO,16.0,94.8,184.0,80.0,17.1,3.7,CORREDOR
Patricio Bravo,ATLETISMO,41.0,67.7,163.0,60.0,13.5,4.83,PORTERO
Claudia Herrera,RUGBY,21.0,62.6,165.0,58.0,23.0,3.98,
Ricardo Álvarez,BASKETBALL,33.0,57.7,176.0,52.0,20.3,6.18,CICLISTA
María González,CICLISMO,43.0,85.0,179.0,81.0,8.1,5.87,
Daniela Vargas,RUGBY,42.0,68.9,178.0,51.0,21.3,8.9,CICLISTA
Rodrigo Sandoval,NATACIÓ,28.0,64.2,200.0,73.0,5.7,8.14,MEDIOCAMPISTA
